,franchise_id,season,weighted_efficiency
936,PHO,2001,21.35873698
937,PHO,2002,20.76
938,PHO,2003,23.50339744
939,PHO,2004,22.58991898
940,PHO,2005,23.80148611
941,PHO,2006,24.3625651
942,PHO,2007,24.67513393
943,PHO,2008,25.61320313
944,PHO,2009,25.44805147
945,PHO,2010,25.17891026
946,PHO,2011,25.07901961
947,PHO,2012,23.84415064
948,PHO,2013,22.31584722
949,PHO,2014,23.93346726
950,PHO,2015,19.58280754
951,PHO,2016,19.94039855
952,PHO,2017,22.68886029
953,PHO,2018,22.97996212
954,PHO,2019,23.22918561
955,PHO,2020,23.15204657
956,POR,1977,24.95496528
957,POR,1978,23.33359722
958,POR,1979,23.20222222
959,POR,1980,25.57136111
960,POR,1981,22.72162202
961,POR,1982,23.532875
962,POR,1983,22.71491071
963,POR,1984,25.27246528
964,POR,1985,26.563125
965,POR,1986,28.14359375
966,POR,1987,27.27176282
967,POR,1988,26.21267628
968,POR,1989,22.61153646
969,POR,1990,24.16782986
970,POR,1991,24.21081731
971,POR,1992,23.65012821
972,POR,1993,23.82790064
973,POR,1994,22.52628205
974,POR,1995,23.91338542
975,POR,1996,22.74166667
976,POR,1997,19.90737939
977,POR,1998,22.28224781
978,POR,1999,20.56053571
979,POR,2000,23.94796474
980,POR,2001,25.21128205
981,POR,2002,21.46191667
982,POR,2003,25.22717014
983,POR,2004,23.97047454
984,POR,2005,25.20754167
985,POR,2006,22.59432598
986,POR,2007,22.62451823
987,POR,2008,23.67855769
988,POR,2009,25.39637153
989,POR,2010,26.60632813
990,POR,2011,22.50879902
991,POR,2012,22.82390931
992,POR,2013,22.43354167
993,POR,2014,22.03097222
994,POR,2015,22.35391204
995,POR,2016,23.42100962
996,POR,2017,24.53573611
997,POR,2018,24.03217262
998,POR,2019,21.95034722
999,POR,2020,27.22909314
1000,SAC,1977,23.05692708
1001,SAC,1978,21.125625
1002,SAC,1979,22.59052083
1003,SAC,1980,22.33758929
1004,SAC,1981,23.69924107
1005,SAC,1982,23.68045573
1006,SAC,1983,22.94706845
1007,SAC,1984,24.02365278
1008,SAC,1985,22.90997024
1009,SAC,1986,22.02831845
1010,SAC,1987,22.08209722
1011,SAC,1988,24.53665278
1012,SAC,1989,25.57565104
1013,SAC,1990,25.47717262
1014,SAC,1991,23.02073529
1015,SAC,1992,26.18336538
1016,SAC,1993,22.8269401
1017,SAC,1994,22.21876225
1018,SAC,1995,23.60951923
1019,SAC,1996,22.81145833
1020,SAC,1997,21.14714844
1021,SAC,1998,21.30316406
1022,SAC,1999,22.27842262
1023,SAC,2000,23.26535714
1024,SAC,2001,23.84692308
1025,SAC,2002,25.56392361
1026,SAC,2003,26.44208333
1027,SAC,2004,25.88701923
1028,SAC,2005,27.26606618
1029,SAC,2006,27.93974359
1030,SAC,2007,23.53428571
1031,SAC,2008,22.2883912
1032,SAC,2009,24.48014583
1033,SAC,2010,21.97644737
1034,SAC,2011,25.75136905
1035,SAC,2012,21.5775
1036,SAC,2013,23.09567708
1037,SAC,2014,21.02044508
1038,SAC,2015,23.58576823
1039,SAC,2016,24.3875
1040,SAC,2017,26.14223684
1041,SAC,2018,21.70712963
1042,SAC,2019,21.1149375
1043,SAC,2020,24.08507675
1044,SAS,1977,24.48532051
1045,SAS,1978,23.33377976
1046,SAS,1979,25.19760417
1047,SAS,1980,24.03901389
1048,SAS,1981,23.95119048
1049,SAS,1982,22.68084559
1050,SAS,1983,24.14640278
1051,SAS,1984,23.77744792
1052,SAS,1985,22.62821078
1053,SAS,1986,22.88571759
1054,SAS,1987,22.41688802
1055,SAS,1988,21.65132675
1056,SAS,1989,21.09958333
1057,SAS,1990,23.01747222
1058,SAS,1991,24.14480469
1059,SAS,1992,22.40224265
1060,SAS,1993,23.15377778
1061,SAS,1994,25.66671875
1062,SAS,1995,27.12446181
1063,SAS,1996,22.484125
1064,SAS,1997,21.00863542
1065,SAS,1998,23.72105655
1066,SAS,1999,24.80083333
1067,SAS,2000,22.54851389
1068,SAS,2001,21.71244444
1069,SAS,2002,21.72986111
1070,SAS,2003,23.83769231
1071,SAS,2004,19.06134804
1072,SAS,2005,20.25123775
1073,SAS,2006,22.40150298
1074,SAS,2007,21.74934896
1075,SAS,2008,18.84628289
1076,SAS,2009,20.09432018
1077,SAS,2010,21.67674479
1078,SAS,2011,19.39871528
1079,SAS,2012,20.80277778
1080,SAS,2013,23.41330729
1081,SAS,2014,19.94405702
1082,SAS,2015,20.89939951
1083,SAS,2016,21.37292892
1084,SAS,2017,21.65610677
1085,SAS,2018,20.92276961
1086,SAS,2019,23.5544494
1087,SAS,2020,20.82345052
1088,TOR,1996,25.76212719
1089,TOR,1997,19.79315476
1090,TOR,1998,21.06794384
1091,TOR,1999,21.35578526
1092,TOR,2000,21.15589286
1093,TOR,2001,21.14496324
1094,TOR,2002,21.1594401
1095,TOR,2003,22.29321759
1096,TOR,2004,21.03767857
1097,TOR,2005,22.38865885
1098,TOR,2006,22.02050245
1099,TOR,2007,25.5736756
1100,TOR,2008,20.57564951
1101,TOR,2009,23.17631127
1102,TOR,2010,24.30316964
1103,TOR,2011,23.68114583
1104,TOR,2012,22.31003472
1105,TOR,2013,24.40774306
1106,TOR,2014,20.6585636
1107,TOR,2015,26.50236111
1108,TOR,2016,23.86802778
1109,TOR,2017,25.45260417
1110,TOR,2018,22.542875
1111,TOR,2019,22.7136875
1112,TOR,2020,26.826875
1113,UTA,1977,23.67513393
1114,UTA,1978,25.13360577
1115,UTA,1979,27.4260119
1116,UTA,1980,22.03814693
1117,UTA,1981,23.29608073
1118,UTA,1982,23.34935764
1119,UTA,1983,27.68511905
1120,UTA,1984,24.27951389
1121,UTA,1985,23.4303125
1122,UTA,1986,21.69754464
1123,UTA,1987,22.66041667
1124,UTA,1988,22.20587798
1125,UTA,1989,23.13104167
1126,UTA,1990,24.54480903
1127,UTA,1991,26.37664931
1128,UTA,1992,26.07251736
1129,UTA,1993,23.85581731
1130,UTA,1994,24.35203869
1131,UTA,1995,24.37148611
1132,UTA,1996,24.15003205
1133,UTA,1997,23.48766369
1134,UTA,1998,24.33450321
1135,UTA,1999,22.30254808
1136,UTA,2000,22.12628205
1137,UTA,2001,22.66626603
1138,UTA,2002,23.39133929
1139,UTA,2003,23.14790064
1140,UTA,2004,21.59586806
1141,UTA,2005,22.87134804
1142,UTA,2006,22.70406944
1143,UTA,2007,23.98235577
1144,UTA,2008,23.99931548
1145,UTA,2009,23.77381944
1146,UTA,2010,25.19690476
1147,UTA,2011,24.58438802
1148,UTA,2012,22.056875
1149,UTA,2013,24.33496795
1150,UTA,2014,19.81585784
1151,UTA,2015,20.01121875
1152,UTA,2016,22.8571875
1153,UTA,2017,25.39260417
1154,UTA,2018,26.90525
1155,UTA,2019,22.05066176
1156,UTA,2020,25.63175595
1157,WAS,1977,23.04348214
1158,WAS,1978,25.57826389
1159,WAS,1979,25.44069444
1160,WAS,1980,21.30622549
1161,WAS,1981,24.02373611
1162,WAS,1982,24.926875
1163,WAS,1983,20.96776316
1164,WAS,1984,23.59754808
1165,WAS,1985,25.46769345
1166,WAS,1986,22.69082108
1167,WAS,1987,21.67773611
1168,WAS,1988,22.96825321
1169,WAS,1989,22.5480609
1170,WAS,1990,24.251875
1171,WAS,1991,23.62233333
1172,WAS,1992,22.13886719
1173,WAS,1993,22.4263848
1174,WAS,1994,20.55436404
1175,WAS,1995,25.77157552
1176,WAS,1996,24.65678241
1177,WAS,1997,24.05889423
1178,WAS,1998,21.53166667
1179,WAS,1999,22.30875
1180,WAS,2000,21.83335938
1181,WAS,2001,24.08085317
1182,WAS,2002,24.00559524
1183,WAS,2003,22.88169444
1184,WAS,2004,22.68990885
1185,WAS,2005,23.52318056
1186,WAS,2006,23.36491071
1187,WAS,2007,21.04022135
1188,WAS,2008,26.39738782
1189,WAS,2009,24.38002451
1190,WAS,2010,23.64022727
1191,WAS,2011,22.0276087
1192,WAS,2012,23.05959375
1193,WAS,2013,21.61901316
1194,WAS,2014,21.85715686
1195,WAS,2015,20.74944853
1196,WAS,2016,21.45281798
1197,WAS,2017,24.46663889
1198,WAS,2018,24.67188988
1199,WAS,2019,24.26502717
1200,WAS,2020,23.39699405
